company_id,flight_number,scheduled_departure_date_local,scheduled_departure_station_code,scheduled_arrival_station_code,scheduled_departure_datetime_local,scheduled_arrival_datetime_local,actual_departure_datetime_local,actual_arrival_datetime_local,total_seats,fleet_type,carrier,scheduled_ground_time_minutes,actual_ground_time_minutes,minimum_turn_minutes,sched_dep_hour,total_pax,lap_child_count,basic_economy_pax,child_count,stroller_users,pnr_count,ssr_total,ssr_wheelchair,ssr_umnr,ssr_medical,ssr_blind,ssr_deaf,ssr_pet,total_bags,transfer_bags,slack_minutes,neg_slack_minutes,pax_load_factor,transfer_bag_ratio,special_needs_numer,special_needs_ratio,wheelchair_ratio,umnr_ratio,medical_ratio,blind_ratio,deaf_ratio,pet_ratio,departure_delay_minutes,arrival_delay_minutes,day,neg_slack_minutes_pr,pax_load_factor_pr,transfer_bag_ratio_pr,special_needs_ratio_pr,basic_econ_ratio_pr,difficulty_score,daily_rank,difficulty_class
OO,4748,2025-08-01,ORD,ATW,2025-08-01 20:20:00+00:00,2025-08-01 21:35:00+00:00,2025-08-01 21:00:00+00:00,2025-08-01 22:02:00+00:00,50,CRJ-550,Express,3,39,29,20,52,1,0,2,0,29,2,0,0,0,0,0,0,59.0,49.0,-26,26,1.0,0.8305084745762712,5,0.09615384615384616,0.0,0.0,0.0,0.0,0.0,0.0,40.0,27.0,2025-08-01,0.9625668449197861,0.6051693404634582,0.8163992869875223,0.8502673796791443,0.0,0.7487522281639929,1.0,Difficult
OO,5376,2025-08-01,ORD,LEX,2025-08-01 14:30:00+00:00,2025-08-01 17:01:00+00:00,2025-08-01 17:39:00+00:00,2025-08-01 19:47:00+00:00,70,ERJ-175,Express,-159,40,34,14,74,0,0,3,0,47,3,0,0,0,0,0,0,72.0,61.0,-193,193,1.0,0.8472222222222222,6,0.08108108108108109,0.0,0.0,0.0,0.0,0.0,0.0,189.0,166.0,2025-08-01,0.9982174688057041,0.6051693404634582,0.8360071301247772,0.6987522281639929,0.0,0.7424242424242425,2.0,Difficult
UA,1811,2025-08-01,ORD,MSP,2025-08-01 12:45:00+00:00,2025-08-01 14:28:00+00:00,2025-08-01 13:39:00+00:00,2025-08-01 15:01:00+00:00,166,B737-800,Mainline,14,64,51,12,201,0,0,14,2,119,14,0,0,0,0,0,0,175.0,126.0,-37,37,1.0,0.72,30,0.14925373134328357,0.0,0.0,0.0,0.0,0.0,0.0,54.0,33.0,2025-08-01,0.9696969696969697,0.6051693404634582,0.6488413547237076,0.9928698752228164,0.0,0.7391265597147949,3.0,Difficult
UA,1495,2025-08-01,ORD,TVC,2025-08-01 21:13:00+00:00,2025-08-01 23:36:00+00:00,2025-08-01 22:11:00+00:00,2025-08-02 00:17:00+00:00,166,B737-800,Mainline,63,53,51,21,217,3,0,13,3,116,2,0,0,0,0,0,0,99.0,95.0,12,-12,1.0,0.9595959595959596,21,0.0967741935483871,0.0,0.0,0.0,0.0,0.0,0.0,58.0,41.0,2025-08-01,0.8163992869875223,0.6051693404634582,0.9696969696969697,0.8591800356506238,0.0,0.729590017825312,4.0,Difficult
OO,6004,2025-08-01,ORD,SUN,2025-08-01 19:35:00+00:00,2025-08-01 22:36:00+00:00,2025-08-01 20:36:00+00:00,2025-08-01 23:07:00+00:00,70,ERJ-175,Express,40,32,34,19,91,3,0,5,2,47,0,0,0,0,0,0,0,68.0,52.0,6,-6,1.0,0.7647058823529411,10,0.10989010989010989,0.0,0.0,0.0,0.0,0.0,0.0,61.0,31.0,2025-08-01,0.9153297682709447,0.6051693404634582,0.7103386809269162,0.928698752228164,0.0,0.72277183600713,5.0,Difficult
OO,5135,2025-08-01,ORD,MCW,2025-08-01 16:50:00+00:00,2025-08-01 18:20:00+00:00,2025-08-01 18:08:00+00:00,2025-08-01 19:25:00+00:00,50,CRJ-200,Express,-16,30,29,16,58,0,0,5,2,27,0,0,0,0,0,0,0,34.0,20.0,-45,45,1.0,0.5882352941176471,7,0.1206896551724138,0.0,0.0,0.0,0.0,0.0,0.0,78.0,65.0,2025-08-01,0.9750445632798574,0.6051693404634582,0.45454545454545453,0.9590017825311943,0.0,0.6970588235294117,6.0,Difficult
OO,5790,2025-08-01,ORD,CRW,2025-08-01 18:20:00+00:00,2025-08-01 21:04:00+00:00,2025-08-01 19:14:00+00:00,2025-08-01 21:55:00+00:00,50,CRJ-200,Express,-7,36,29,18,54,1,0,2,1,41,2,0,0,0,0,0,0,46.0,28.0,-36,36,1.0,0.6086956521739131,6,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,54.0,51.0,2025-08-01,0.9679144385026738,0.6051693404634582,0.47771836007130125,0.9322638146167558,0.0,0.695187165775401,7.0,Difficult
UA,2200,2025-08-01,ORD,SEA,2025-08-01 21:16:00+00:00,2025-08-01 23:59:00+00:00,2025-08-01 21:34:00+00:00,2025-08-01 23:45:00+00:00,166,B737-MAX8,Mainline,63,64,51,21,214,4,0,11,3,105,6,0,0,0,0,0,0,102.0,78.0,12,-12,1.0,0.7647058823529411,24,0.11214953271028037,0.0,0.0,0.0,0.0,0.0,0.0,18.0,-14.0,2025-08-01,0.8163992869875223,0.6051693404634582,0.7103386809269162,0.9393939393939394,0.0,0.6897504456327985,8.0,Difficult
YX,3604,2025-08-01,ORD,CMH,2025-08-01 19:35:00+00:00,2025-08-01 22:08:00+00:00,2025-08-01 21:59:00+00:00,2025-08-02 00:28:00+00:00,76,ERJ-175,Express,49,75,39,19,92,0,0,5,2,50,1,0,0,0,0,0,0,42.0,33.0,10,-10,1.0,0.7857142857142857,8,0.08695652173913043,0.0,0.0,0.0,0.0,0.0,0.0,144.0,140.0,2025-08-01,0.8716577540106952,0.6051693404634582,0.7406417112299465,0.768270944741533,0.0,0.6894830659536542,9.0,Difficult
UA,2487,2025-08-01,ORD,PHL,2025-08-01 21:23:00+00:00,2025-08-02 00:30:00+00:00,2025-08-01 21:48:00+00:00,2025-08-02 00:44:00+00:00,179,B737-MAX9,Mainline,63,67,56,21,200,0,0,12,3,120,1,0,0,0,0,0,0,108.0,80.0,7,-7,1.0,0.7407407407407407,16,0.08,0.0,0.0,0.0,0.0,0.0,0.0,25.0,14.0,2025-08-01,0.9099821746880571,0.6051693404634582,0.6836007130124777,0.6862745098039216,0.0,0.6791889483065953,10.0,Difficult
UA,2148,2025-08-01,ORD,SAT,2025-08-01 19:40:00+00:00,2025-08-01 22:38:00+00:00,2025-08-01 20:42:00+00:00,2025-08-01 23:37:00+00:00,150,A320-200,Mainline,45,79,46,19,168,0,0,8,1,102,1,0,0,0,0,0,0,97.0,84.0,-1,1,1.0,0.865979381443299,10,0.05952380952380952,0.0,0.0,0.0,0.0,0.0,0.0,62.0,59.0,2025-08-01,0.9331550802139037,0.6051693404634582,0.8591800356506238,0.38146167557932265,0.0,0.676693404634581,11.0,Difficult
UA,1872,2025-08-01,ORD,MSP,2025-08-01 14:40:00+00:00,2025-08-01 16:19:00+00:00,2025-08-01 15:19:00+00:00,2025-08-01 16:43:00+00:00,150,A320-200,Mainline,57,104,46,14,176,1,0,8,1,108,6,0,0,0,0,0,0,136.0,102.0,11,-11,1.0,0.75,16,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,39.0,24.0,2025-08-01,0.8458110516934046,0.6051693404634582,0.6942959001782532,0.8048128342245989,0.0,0.6766488413547237,12.0,Difficult
UA,1905,2025-08-01,ORD,PIT,2025-08-01 18:10:00+00:00,2025-08-01 20:51:00+00:00,2025-08-01 18:07:00+00:00,2025-08-01 21:19:00+00:00,150,A320-200,Mainline,60,54,46,18,187,0,0,10,2,113,4,0,0,0,0,0,0,112.0,97.0,14,-14,1.0,0.8660714285714286,16,0.0855614973262032,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,28.0,2025-08-01,0.7647058823529411,0.6051693404634582,0.8609625668449198,0.7557932263814616,0.0,0.6742424242424242,13.0,Difficult
OO,5358,2025-08-01,ORD,CAK,2025-08-01 14:35:00+00:00,2025-08-01 17:09:00+00:00,2025-08-01 15:10:00+00:00,2025-08-01 17:28:00+00:00,50,CRJ-550,Express,-10,25,29,14,52,0,0,2,0,44,1,0,0,0,0,0,0,43.0,35.0,-39,39,1.0,0.813953488372093,3,0.057692307692307696,0.0,0.0,0.0,0.0,0.0,0.0,35.0,19.0,2025-08-01,0.9714795008912656,0.6051693404634582,0.7896613190730838,0.3511586452762923,0.0,0.671657754010695,14.0,Difficult
OO,5901,2025-08-01,ORD,FAR,2025-08-01 16:20:00+00:00,2025-08-01 18:27:00+00:00,2025-08-01 16:22:00+00:00,2025-08-01 18:29:00+00:00,76,ERJ-175,Express,47,61,34,16,87,0,0,4,2,48,1,0,0,0,0,0,0,60.0,50.0,13,-13,1.0,0.8333333333333334,7,0.08045977011494253,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2025-08-01,0.7896613190730838,0.6051693404634582,0.820855614973262,0.6942959001782532,0.0,0.6657308377896612,15.0,Difficult
G7,4425,2025-08-02,ORD,GRR,2025-08-02 14:00:00+00:00,2025-08-02 16:04:00+00:00,2025-08-02 18:02:00+00:00,2025-08-02 19:45:00+00:00,50,CRJ-550,Express,-185,73,29,14,72,0,0,7,2,29,0,0,0,0,0,0,0,40.0,37.0,-214,214,1.0,0.925,9,0.125,0.0,0.0,0.0,0.0,0.0,0.0,242.0,221.0,2025-08-02,0.9980769230769231,0.5788461538461539,0.8769230769230769,0.875,0.0,0.7717307692307692,1.0,Difficult
OO,5763,2025-08-02,ORD,TUL,2025-08-02 12:45:00+00:00,2025-08-02 14:49:00+00:00,2025-08-02 17:38:00+00:00,2025-08-02 19:24:00+00:00,76,ERJ-175,Express,-265,36,34,12,112,0,0,13,5,46,2,0,0,0,0,0,0,52.0,43.0,-299,299,1.0,0.8269230769230769,20,0.17857142857142858,0.0,0.0,0.0,0.0,0.0,0.0,293.0,275.0,2025-08-02,1.0,0.5788461538461539,0.7461538461538462,0.9923076923076923,0.0,0.7638461538461538,2.0,Difficult
OO,5360,2025-08-02,ORD,MBS,2025-08-02 13:55:00+00:00,2025-08-02 16:10:00+00:00,2025-08-02 14:18:00+00:00,2025-08-02 16:22:00+00:00,50,CRJ-550,Express,40,65,29,13,58,1,0,4,2,41,6,0,0,0,0,0,0,33.0,33.0,11,-11,1.0,1.0,13,0.22413793103448276,0.0,0.0,0.0,0.0,0.0,0.0,23.0,12.0,2025-08-02,0.8134615384615385,0.5788461538461539,0.9836538461538461,1.0,0.0,0.7472115384615385,3.0,Difficult
YX,3699,2025-08-02,ORD,PIT,2025-08-02 18:05:00+00:00,2025-08-02 20:50:00+00:00,2025-08-02 19:34:00+00:00,2025-08-02 21:57:00+00:00,76,ERJ-175,Express,35,36,34,18,99,2,0,5,1,47,4,0,0,0,0,0,0,67.0,63.0,1,-1,1.0,0.9402985074626866,12,0.12121212121212122,0.0,0.0,0.0,0.0,0.0,0.0,89.0,67.0,2025-08-02,0.9125,0.5788461538461539,0.8903846153846153,0.864423076923077,0.0,0.7428846153846154,4.0,Difficult
OO,5323,2025-08-02,ORD,CID,2025-08-02 21:05:00+00:00,2025-08-02 22:24:00+00:00,2025-08-02 21:40:00+00:00,2025-08-02 22:38:00+00:00,76,ERJ-175,Express,40,83,34,21,95,1,0,8,1,38,1,0,0,0,0,0,0,49.0,49.0,6,-6,1.0,1.0,11,0.11578947368421053,0.0,0.0,0.0,0.0,0.0,0.0,35.0,14.0,2025-08-02,0.8798076923076923,0.5788461538461539,0.9836538461538461,0.8115384615384615,0.0,0.7421634615384615,5.0,Difficult
YX,3402,2025-08-02,ORD,YOW,2025-08-02 18:15:00+00:00,2025-08-02 21:35:00+00:00,2025-08-02 18:40:00+00:00,2025-08-02 21:44:00+00:00,76,ERJ-175,Express,61,104,70,18,76,0,0,6,1,40,1,0,0,0,0,0,0,48.0,46.0,-9,9,1.0,0.9583333333333334,8,0.10526315789473684,0.0,0.0,0.0,0.0,0.0,0.0,25.0,9.0,2025-08-02,0.9442307692307692,0.5788461538461539,0.9192307692307692,0.698076923076923,0.0,0.7348076923076923,6.0,Difficult
G7,4497,2025-08-02,ORD,ROA,2025-08-02 14:00:00+00:00,2025-08-02 16:58:00+00:00,2025-08-02 15:12:00+00:00,2025-08-02 17:58:00+00:00,50,CRJ-550,Express,-50,32,29,14,61,2,0,4,1,37,1,0,0,0,0,0,0,52.0,41.0,-79,79,1.0,0.7884615384615384,8,0.13114754098360656,0.0,0.0,0.0,0.0,0.0,0.0,72.0,60.0,2025-08-02,0.9846153846153847,0.5788461538461539,0.6865384615384615,0.9019230769230769,0.0,0.7329807692307693,7.0,Difficult
YX,3706,2025-08-02,ORD,MSN,2025-08-02 15:35:00+00:00,2025-08-02 16:40:00+00:00,2025-08-02 15:31:00+00:00,2025-08-02 16:19:00+00:00,76,ERJ-175,Express,41,53,34,15,94,1,0,8,1,52,0,0,0,0,0,0,0,88.0,85.0,7,-7,1.0,0.9659090909090909,10,0.10638297872340426,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,-21.0,2025-08-02,0.8692307692307693,0.5788461538461539,0.9307692307692308,0.7201923076923077,0.0,0.7141826923076923,8.0,Difficult
OO,5358,2025-08-02,ORD,CAK,2025-08-02 14:35:00+00:00,2025-08-02 17:09:00+00:00,2025-08-02 15:37:00+00:00,2025-08-02 18:10:00+00:00,50,CRJ-550,Express,-10,44,29,14,58,0,0,2,0,38,4,0,0,0,0,0,0,42.0,35.0,-39,39,1.0,0.8333333333333334,6,0.10344827586206896,0.0,0.0,0.0,0.0,0.0,0.0,62.0,61.0,2025-08-02,0.9692307692307692,0.5788461538461539,0.7528846153846154,0.6730769230769231,0.0,0.7065384615384616,9.0,Difficult
OO,5045,2025-08-02,ORD,RHI,2025-08-02 16:35:00+00:00,2025-08-02 17:57:00+00:00,2025-08-02 16:34:00+00:00,2025-08-02 17:54:00+00:00,50,CRJ-200,Express,32,33,29,16,75,1,0,8,3,24,1,0,0,0,0,0,0,43.0,31.0,3,-3,1.0,0.7209302325581395,13,0.17333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-3.0,2025-08-02,0.9076923076923077,0.5788461538461539,0.5855769230769231,0.9884615384615385,0.0,0.6988461538461539,10.0,Difficult
OO,5852,2025-08-02,ORD,HSV,2025-08-02 10:46:00+00:00,2025-08-02 12:37:00+00:00,2025-08-02 13:56:00+00:00,2025-08-02 16:17:00+00:00,70,ERJ-175,Express,-140,37,34,10,81,1,0,5,0,55,3,0,0,0,0,0,0,54.0,37.0,-174,174,1.0,0.6851851851851852,9,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,190.0,220.0,2025-08-02,0.9942307692307693,0.5788461538461539,0.5307692307692308,0.7759615384615385,0.0,0.6862980769230769,11.0,Difficult
UA,1495,2025-08-02,ORD,TVC,2025-08-02 21:10:00+00:00,2025-08-02 23:33:00+00:00,2025-08-02 21:35:00+00:00,2025-08-02 23:45:00+00:00,179,B737-MAX9,Mainline,68,62,56,21,224,2,0,19,2,113,3,0,0,0,0,0,0,115.0,105.0,12,-12,1.0,0.9130434782608695,26,0.11607142857142858,0.0,0.0,0.0,0.0,0.0,0.0,25.0,12.0,2025-08-02,0.7875,0.5788461538461539,0.8596153846153847,0.8173076923076923,0.0,0.6859134615384616,12.0,Difficult
UA,2226,2025-08-02,ORD,CLE,2025-08-02 14:27:00+00:00,2025-08-02 16:54:00+00:00,2025-08-02 15:07:00+00:00,2025-08-02 17:16:00+00:00,179,B737-900,Mainline,-6,52,56,14,222,2,0,11,1,115,5,0,0,0,0,0,0,122.0,103.0,-62,62,1.0,0.8442622950819673,19,0.08558558558558559,0.0,0.0,0.0,0.0,0.0,0.0,40.0,22.0,2025-08-02,0.9788461538461538,0.5788461538461539,0.7711538461538462,0.4634615384615385,0.0,0.6821153846153846,13.0,Difficult
UA,1941,2025-08-02,ORD,CVG,2025-08-02 14:09:00+00:00,2025-08-02 16:35:00+00:00,2025-08-02 14:43:00+00:00,2025-08-02 17:25:00+00:00,126,B737-700,Mainline,7,48,43,14,156,0,0,8,3,82,2,0,0,0,0,0,0,133.0,117.0,-36,36,1.0,0.8796992481203008,13,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,34.0,50.0,2025-08-02,0.9644230769230769,0.5788461538461539,0.8134615384615385,0.4403846153846154,0.0,0.6820673076923077,14.0,Difficult
UA,411,2025-08-02,ORD,DTW,2025-08-02 10:39:00+00:00,2025-08-02 13:08:00+00:00,2025-08-02 10:36:00+00:00,2025-08-02 12:49:00+00:00,179,B737-MAX9,Mainline,60,58,56,10,185,0,0,7,1,133,10,0,0,0,0,0,0,110.0,96.0,4,-4,1.0,0.8727272727272727,18,0.0972972972972973,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,-19.0,2025-08-02,0.9,0.5788461538461539,0.8057692307692308,0.5913461538461539,0.0,0.680625,15.0,Difficult
OO,4809,2025-08-03,ORD,ICT,2025-08-03 09:03:00+00:00,2025-08-03 11:21:00+00:00,2025-08-03 10:19:00+00:00,2025-08-03 12:05:00+00:00,76,ERJ-175,Express,-28,30,39,9,81,1,0,4,1,53,3,0,0,0,0,0,0,55.0,46.0,-67,67,1.0,0.8363636363636363,9,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,76.0,44.0,2025-08-03,0.9890510948905109,0.6012773722627737,0.8394160583941606,0.9114963503649635,0.0,0.7710310218978101,1.0,Difficult
UA,1909,2025-08-03,ORD,TVC,2025-08-03 10:51:00+00:00,2025-08-03 13:06:00+00:00,2025-08-03 10:57:00+00:00,2025-08-03 12:59:00+00:00,179,B737-900,Mainline,30,50,56,10,242,4,0,18,7,121,0,0,0,0,0,0,0,121.0,96.0,-26,26,1.0,0.7933884297520661,29,0.11983471074380166,0.0,0.0,0.0,0.0,0.0,0.0,6.0,-7.0,2025-08-03,0.9653284671532847,0.6012773722627737,0.8065693430656934,0.9397810218978102,0.0,0.7604014598540145,2.0,Difficult
OO,5668,2025-08-03,ORD,MKE,2025-08-03 14:09:00+00:00,2025-08-03 15:10:00+00:00,2025-08-03 14:21:00+00:00,2025-08-03 15:18:00+00:00,50,CRJ-550,Express,40,36,29,14,58,2,0,3,1,38,0,0,0,0,0,0,0,29.0,28.0,11,-11,1.0,0.9655172413793104,6,0.10344827586206896,0.0,0.0,0.0,0.0,0.0,0.0,12.0,8.0,2025-08-03,0.8512773722627737,0.6012773722627737,0.9671532846715328,0.8759124087591241,0.0,0.7430200729927008,3.0,Difficult
OO,5229,2025-08-03,ORD,ILM,2025-08-03 12:03:00+00:00,2025-08-03 15:28:00+00:00,2025-08-03 12:36:00+00:00,2025-08-03 15:36:00+00:00,76,ERJ-175,Express,-12,45,34,12,101,2,0,6,2,50,0,0,0,0,0,0,0,65.0,45.0,-46,46,1.0,0.6923076923076923,10,0.09900990099009901,0.0,0.0,0.0,0.0,0.0,0.0,33.0,8.0,2025-08-03,0.9771897810218978,0.6012773722627737,0.6934306569343066,0.8485401459854015,0.0,0.7282390510948905,4.0,Difficult
YX,3569,2025-08-03,ORD,ALB,2025-08-03 08:45:00+00:00,2025-08-03 12:09:00+00:00,2025-08-03 08:41:00+00:00,2025-08-03 11:41:00+00:00,76,ERJ-175,Express,46,42,39,8,81,2,0,3,0,47,4,0,0,0,0,0,0,75.0,54.0,7,-7,1.0,0.72,9,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,-28.0,2025-08-03,0.9133211678832117,0.6012773722627737,0.7226277372262774,0.9114963503649635,0.0,0.7211678832116789,5.0,Difficult
G7,4504,2025-08-03,ORD,CHA,2025-08-03 08:45:00+00:00,2025-08-03 11:35:00+00:00,2025-08-03 08:47:00+00:00,2025-08-03 11:25:00+00:00,50,CRJ-550,Express,40,51,29,8,55,0,0,4,1,39,1,0,0,0,0,0,0,26.0,19.0,11,-11,1.0,0.7307692307692307,6,0.10909090909090909,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-10.0,2025-08-03,0.8512773722627737,0.6012773722627737,0.7381386861313869,0.9014598540145985,0.0,0.7010492700729927,6.0,Difficult
OO,5712,2025-08-03,ORD,GSP,2025-08-03 13:55:00+00:00,2025-08-03 16:54:00+00:00,2025-08-03 13:52:00+00:00,2025-08-03 17:13:00+00:00,76,ERJ-175,Express,40,43,34,13,82,0,0,4,1,60,3,0,0,0,0,0,0,46.0,31.0,6,-6,1.0,0.6739130434782609,8,0.0975609756097561,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,19.0,2025-08-03,0.9233576642335767,0.6012773722627737,0.635036496350365,0.833941605839416,0.0,0.6955291970802919,7.0,Difficult
UA,2113,2025-08-03,ORD,FSD,2025-08-03 20:08:00+00:00,2025-08-03 22:00:00+00:00,2025-08-03 21:32:00+00:00,2025-08-03 22:56:00+00:00,179,B737-900,Mainline,40,142,119,20,199,0,0,7,1,122,2,0,0,0,0,0,0,72.0,64.0,-79,79,1.0,0.8888888888888888,10,0.05025125628140704,0.0,0.0,0.0,0.0,0.0,0.0,84.0,56.0,2025-08-03,0.9927007299270073,0.6012773722627737,0.8813868613138686,0.31843065693430656,0.0,0.691742700729927,8.0,Difficult
OO,5841,2025-08-03,ORD,MEM,2025-08-03 12:48:00+00:00,2025-08-03 14:46:00+00:00,2025-08-03 12:57:00+00:00,2025-08-03 14:49:00+00:00,70,ERJ-175,Express,15,32,34,12,90,1,0,4,1,55,1,0,0,0,0,0,0,78.0,53.0,-19,19,1.0,0.6794871794871795,7,0.07777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,9.0,3.0,2025-08-03,0.9598540145985401,0.6012773722627737,0.6605839416058394,0.666058394160584,0.0,0.6882299270072992,9.0,Difficult
OO,5131,2025-08-03,ORD,CMX,2025-08-03 16:15:00+00:00,2025-08-03 18:52:00+00:00,2025-08-03 16:14:00+00:00,2025-08-03 18:46:00+00:00,50,CRJ-200,Express,40,54,29,16,57,1,0,3,1,31,1,0,0,0,0,0,0,41.0,28.0,11,-11,1.0,0.6829268292682927,6,0.10526315789473684,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-6.0,2025-08-03,0.8512773722627737,0.6012773722627737,0.666058394160584,0.8822992700729927,0.0,0.6837591240875912,10.0,Difficult
UA,1923,2025-08-03,ORD,CID,2025-08-03 20:05:00+00:00,2025-08-03 21:21:00+00:00,2025-08-03 21:21:00+00:00,2025-08-03 22:27:00+00:00,126,A319-100,Mainline,-12,55,43,20,133,0,0,2,1,87,1,0,0,0,0,0,0,77.0,73.0,-55,55,1.0,0.948051948051948,4,0.03007518796992481,0.0,0.0,0.0,0.0,0.0,0.0,76.0,66.0,2025-08-03,0.9835766423357665,0.6012773722627737,0.9507299270072993,0.13686131386861314,0.0,0.6751824817518249,11.0,Difficult
YX,3551,2025-08-03,ORD,SDF,2025-08-03 19:40:00+00:00,2025-08-03 22:14:00+00:00,2025-08-03 21:00:00+00:00,2025-08-03 23:14:00+00:00,76,ERJ-175,Express,47,35,39,19,82,1,0,2,1,61,1,0,0,0,0,0,0,45.0,38.0,8,-8,1.0,0.8444444444444444,5,0.06097560975609756,0.0,0.0,0.0,0.0,0.0,0.0,80.0,60.0,2025-08-03,0.9032846715328468,0.6012773722627737,0.843065693430657,0.4635036496350365,0.0,0.6745437956204379,12.0,Difficult
G7,4173,2025-08-03,ORD,AVL,2025-08-03 13:55:00+00:00,2025-08-03 16:55:00+00:00,2025-08-03 13:53:00+00:00,2025-08-03 16:45:00+00:00,50,CRJ-550,Express,40,55,29,13,56,0,0,2,0,37,2,0,0,0,0,0,0,40.0,33.0,11,-11,1.0,0.825,4,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-10.0,2025-08-03,0.8512773722627737,0.6012773722627737,0.8284671532846716,0.5967153284671532,0.0,0.6734032846715328,13.0,Difficult
